"Sequence","Country Code","Geographic Area","Reference Date","Population Subgroup","Subpop Code","Sex","Age","Source ID","Comments","Data Type","Country","Author","Year","Title","Publication Information","Virus Type","NO_CASES","NO_DEATHS","PREV_RATE","INC_RATE","Specimen Type","Test Type","SAMPSIZE"
"263","TD","National","2005","AIDS cases & deaths","O","M","ALL","C0656","Calendar year data.  Distribution by age is provided.","R","Trinidad and Tobago","CAREC, PAHO, WHO",2007,"Trinidad and Tobago - Reported AIDS Cases, Deaths and HIV Testing in Pregnant Women, 2000-2005","Caribbean Epidemiology Centre, July, tables.","AIDS","137","65","-1.00","N/A","","","-1"
"290","TD","National","2005","AIDS cases","O","M","UNK","C0656","Calendar year data.","R","Trinidad and Tobago","CAREC, PAHO, WHO",2007,"Trinidad and Tobago - Reported AIDS Cases, Deaths and HIV Testing in Pregnant Women, 2000-2005","Caribbean Epidemiology Centre, July, tables.","AIDS","3","0","-1.00","N/A","","","-1"
"209","TD","National","2003","AIDS deaths","O","F","UNK","C0656","Calendar year data.","R","Trinidad and Tobago","CAREC, PAHO, WHO",2007,"Trinidad and Tobago - Reported AIDS Cases, Deaths and HIV Testing in Pregnant Women, 2000-2005","Caribbean Epidemiology Centre, July, tables.","AIDS","0","1","-1.00","N/A","","","-1"
"261","TD","National","2004","AIDS deaths","O","F","UNK","C0656","Calendar year data.","R","Trinidad and Tobago","CAREC, PAHO, WHO",2007,"Trinidad and Tobago - Reported AIDS Cases, Deaths and HIV Testing in Pregnant Women, 2000-2005","Caribbean Epidemiology Centre, July, tables.","AIDS","0","0","-1.00","N/A","","","-1"
"309","TD","National","2005","AIDS deaths","O","M","UNK","C0656","Calendar year data.","R","Trinidad and Tobago","CAREC, PAHO, WHO",2007,"Trinidad and Tobago - Reported AIDS Cases, Deaths and HIV Testing in Pregnant Women, 2000-2005","Caribbean Epidemiology Centre, July, tables.","AIDS","0","0","-1.00","N/A","","","-1"
"255","TD","National","2004","AIDS deaths","O","B","UNK","C0656","Calendar year data.","R","Trinidad and Tobago","CAREC, PAHO, WHO",2007,"Trinidad and Tobago - Reported AIDS Cases, Deaths and HIV Testing in Pregnant Women, 2000-2005","Caribbean Epidemiology Centre, July, tables.","AIDS","0","0","-1.00","N/A","","","-1"
"252","TD","National","2004","AIDS cases","O","F","UNK","C0656","Calendar year data.","R","Trinidad and Tobago","CAREC, PAHO, WHO",2007,"Trinidad and Tobago - Reported AIDS Cases, Deaths and HIV Testing in Pregnant Women, 2000-2005","Caribbean Epidemiology Centre, July, tables.","AIDS","4","0","-1.00","N/A","","","-1"
"239","TD","National","2004","AIDS cases","O","M","UNK","C0656","Calendar year data.","R","Trinidad and Tobago","CAREC, PAHO, WHO",2007,"Trinidad and Tobago - Reported AIDS Cases, Deaths and HIV Testing in Pregnant Women, 2000-2005","Caribbean Epidemiology Centre, July, tables.","AIDS","6","0","-1.00","N/A","","","-1"
"258","TD","National","2004","AIDS deaths","O","M","UNK","C0656","Calendar year data.","R","Trinidad and Tobago","CAREC, PAHO, WHO",2007,"Trinidad and Tobago - Reported AIDS Cases, Deaths and HIV Testing in Pregnant Women, 2000-2005","Caribbean Epidemiology Centre, July, tables.","AIDS","0","0","-1.00","N/A","","","-1"
"210","TD","National","2004","AIDS cases & deaths","O","B","ALL","C0656","Calendar year data.  Distribution by sex & age is provided.","R","Trinidad and Tobago","CAREC, PAHO, WHO",2007,"Trinidad and Tobago - Reported AIDS Cases, Deaths and HIV Testing in Pregnant Women, 2000-2005","Caribbean Epidemiology Centre, July, tables.","AIDS","246","128","-1.00","N/A","","","-1"
"212","TD","National","2004","AIDS cases & deaths","O","F","ALL","C0656","Calendar year data.  Distribution by age is provided.","R","Trinidad and Tobago","CAREC, PAHO, WHO",2007,"Trinidad and Tobago - Reported AIDS Cases, Deaths and HIV Testing in Pregnant Women, 2000-2005","Caribbean Epidemiology Centre, July, tables.","AIDS","83","43","-1.00","N/A","","","-1"
"20","TD","National","1989","Cumulative AIDS cases & deaths","O","B","ALL","H0057","Reported as of 31 Dec. 89.","R","Trinidad and Tobago","Hospedales, C. J.",1990,"An Update on AIDS in the Caribbean (1982-1989)","West Indian Medical Journal, vol. 39, pp. 128-129.","AIDS","563","367","-1.00","N/A","","","-1"
"1","TD","National","1988","Cumulative AIDS cases","O","B","ALL","B0053","Reported as of June 88.  242 cases from Port of Spain (capital).","R","Trinidad and Tobago","Bartholomew, C., F. Cleghorn, P. Imperato",1989,"A Critique of the Cumulative Rate of AIDS in the Caribbean","V International Conference on AIDS, Montreal, 6/4-9, Poster M.G.O. 30.","AIDS","310","0","-1.00","N/A","","","-1"
"2","TD","National","1987","Cumulative pediatric AIDS cases","C","B","ALL","B0032","Reported as of Dec. 87.  Pediatric cases make up 7% of total number of AIDS cases.","R","Trinidad and Tobago","Bartholomew, C., F. Cleghorn, B. Hull, et al.",1988,"Transition from Homosexual to Heterosexual AIDS in Trinidad","IV International Conference on AIDS, Stockholm, 6/15-16, Abstract 5505.","AIDS","16","0","-1.00","N/A","","","-1"
"4","TD","National","1987","Cumulative AIDS cases - homo/bisexual","H","M","ALL","B0032","Reported as of Dec. 87.  Distribution by years is provided.","R","Trinidad and Tobago","Bartholomew, C., F. Cleghorn, B. Hull, et al.",1988,"Transition from Homosexual to Heterosexual AIDS in Trinidad","IV International Conference on AIDS, Stockholm, 6/15-16, Abstract 5505.","AIDS","144","0","-1.00","N/A","","","-1"
"7","TD","National","1984","AIDS cases - homosexual/bisexual","H","M","ALL","B0032","Calendar year data.","R","Trinidad and Tobago","Bartholomew, C., F. Cleghorn, B. Hull, et al.",1988,"Transition from Homosexual to Heterosexual AIDS in Trinidad","IV International Conference on AIDS, Stockholm, 6/15-16, Abstract 5505.","AIDS","19","0","-1.00","N/A","","","-1"
"5","TD","National","1986","AIDS cases - homosexual/bisexual","H","M","ALL","B0032","Calendar year data.","R","Trinidad and Tobago","Bartholomew, C., F. Cleghorn, B. Hull, et al.",1988,"Transition from Homosexual to Heterosexual AIDS in Trinidad","IV International Conference on AIDS, Stockholm, 6/15-16, Abstract 5505.","AIDS","51","0","-1.00","N/A","","","-1"
"41","TD","National","2000","Cumulative AIDS cases & deaths","O","B","ALL","P0232","Reported as of Feb. 00.","R","Trinidad and Tobago","Pan American Health Organization",2000,"Update on HIV/AIDS Surveillance in the Americas","Epidemiological Bulletin/PAHO, vol. 21, no. 3, pp. 10-11.","AIDS","2,610","1,754","-1.00","N/A","","","-1"
"3","TD","National","1987","AIDS cases - homosexual/bisexual","H","M","ALL","B0032","Calendar year data.","R","Trinidad and Tobago","Bartholomew, C., F. Cleghorn, B. Hull, et al.",1988,"Transition from Homosexual to Heterosexual AIDS in Trinidad","IV International Conference on AIDS, Stockholm, 6/15-16, Abstract 5505.","AIDS","33","0","-1.00","N/A","","","-1"
"8","TD","National","1983","AIDS cases - homosexual/bisexual","H","M","ALL","B0032","Calendar year data.","R","Trinidad and Tobago","Bartholomew, C., F. Cleghorn, B. Hull, et al.",1988,"Transition from Homosexual to Heterosexual AIDS in Trinidad","IV International Conference on AIDS, Stockholm, 6/15-16, Abstract 5505.","AIDS","8","0","-1.00","N/A","","","-1"
"6","TD","National","1985","AIDS cases - homosexual/bisexual","H","M","ALL","B0032","Calendar year data.","R","Trinidad and Tobago","Bartholomew, C., F. Cleghorn, B. Hull, et al.",1988,"Transition from Homosexual to Heterosexual AIDS in Trinidad","IV International Conference on AIDS, Stockholm, 6/15-16, Abstract 5505.","AIDS","33","0","-1.00","N/A","","","-1"
"9","TD","National","1987","Cumulative AIDS cases","O","B","ALL","B0032","Reported as of Dec. 87.  Distribution by years for homo/bisexuals is provided.","R","Trinidad and Tobago","Bartholomew, C., F. Cleghorn, B. Hull, et al.",1988,"Transition from Homosexual to Heterosexual AIDS in Trinidad","IV International Conference on AIDS, Stockholm, 6/15-16, Abstract 5505.","AIDS","231","0","-1.00","N/A","","","-1"
"40","TD","National","1995","Cumulative AIDS cases & deaths","O","B","ALL","P0163","Reported as of 10 Mar. 96.","R","Trinidad and Tobago","Pan American Health Organization",1996,"Number of Reported Cases of AIDS by Year, and Cumulative Cases and Deaths, by Country and Subregion, As of 10 March, 1996","Pan American Health Organization, pp. 1-3.","AIDS","1,892","1,332","-1.00","N/A","","","-1"
"18","TD","National","1988","Cumulative AIDS cases & deaths","O","B","ALL","P0029","Reported as of 30 Sept. 88.","R","Trinidad and Tobago","Pan American Health Organization",1989,"AIDS Survellance in the Americans","PAHO, Pan American Sanitary Burears, Regional Office of the WHO.","AIDS","336","206","-1.00","N/A","","","-1"
"18","TD","National","1987","Cumulative AIDS cases & deaths","O","B","ALL","P0028","Reported as of 15 Sept. 87.","R","Trinidad and Tobago","Pan American Health Organization",1987,"Acquired Immunodeficiency Syndromes (AIDS) in the Americas","Bulletin of the Pan American Health Organization, vol. 21, no. 4, pp. 422-429.","AIDS","199","106","-1.00","N/A","","","-1"
"16","TD","National","1987","Cumulative AIDS cases & deaths","O","B","ALL","P0004","Reported as of 31 Dec. 86.","R","Trinidad and Tobago","Pan American Health Organization",1987,"AIDS Cases in the Americas Notified by 18 June 1987","Report.","AIDS","134","93","-1.00","N/A","","","-1"
"1","TD","National","1988","Cumulative AIDS cases","O","B","ALL","C0077","Reported as of 31 Dec. 88.","R","Trinidad and Tobago","Cleghorn, F., K. Battoo, C. Diaz, et al.",1989,"Update on the Transition from Homosexual to Heterosexual AIDS in Trinidad and Tobago","V International Conference on AIDS, Montreal, 6/4-9, Poster W.G.P. 11.","AIDS","389","0","-1.00","N/A","","","-1"
"3","TD","National","1988","Cumulative pediatric AIDS cases","C","B","ALL","N0041","Reported as of Sept. 88.","R","Trinidad and Tobago","Narain, J. P., S. Mahabir, J. Nospedales, et al.",1989,"Epidemiological Features of Pediatric AIDS in the Caribbean","V International Conference on AIDS, Montreal, 6/4-9, Abstract Th.G.P. 27.","AIDS","22","0","-1.00","N/A","","","-1"
"44","TD","National","1987","AIDS cases","O","B","ALL","N0033","Calendar year data.","R","Trinidad and Tobago","Narain, J. P., B. Hull, C. J. Hospedales, et al.",1989,"Epidemiology of AIDS and HIV Infection in the Caribbean","In: AIDS Profile of an Epidemic, PAHO, Scientific Publication no. 514, pp. 61-71.","AIDS","86","0","-1.00","N/A","","","-1"
"47","TD","National","1985","AIDS cases","O","B","ALL","N0033","Calendar year data.","R","Trinidad and Tobago","Narain, J. P., B. Hull, C. J. Hospedales, et al.",1989,"Epidemiology of AIDS and HIV Infection in the Caribbean","In: AIDS Profile of an Epidemic, PAHO, Scientific Publication no. 514, pp. 61-71.","AIDS","45","0","-1.00","N/A","","","-1"
"48","TD","National","1984","AIDS cases","O","B","ALL","N0033","Calendar year data.","R","Trinidad and Tobago","Narain, J. P., B. Hull, C. J. Hospedales, et al.",1989,"Epidemiology of AIDS and HIV Infection in the Caribbean","In: AIDS Profile of an Epidemic, PAHO, Scientific Publication no. 514, pp. 61-71.","AIDS","19","0","-1.00","N/A","","","-1"
"49","TD","National","1983","AIDS cases","O","B","ALL","N0033","Calendar year data.","R","Trinidad and Tobago","Narain, J. P., B. Hull, C. J. Hospedales, et al.",1989,"Epidemiology of AIDS and HIV Infection in the Caribbean","In: AIDS Profile of an Epidemic, PAHO, Scientific Publication no. 514, pp. 61-71.","AIDS","8","0","-1.00","N/A","","","-1"
"5","TD","National","1983-1996","AIDS cases","O","B","ALL","C0991","Reported as of Dec. 96.","R","Trinidad and Tobago","Cleghorn, F. R., N. Jack, J. R. Murphy, et al.",1998,"Direct and Indirect Estimates of HIV-1 Incidence in a High-Prevalence Population","American Journal of Epidemiology, vol. 147, no. 9, pp. 834-839.","AIDS","2,400","N/A","-1.00","N/A","","","-1"
"1","TH","National","1984-2000","Cumulative AIDS cases & deaths","O","B","ALL","S0743","1984-2000.","R","Thailand","Sangwanloy, O., T. Plipat, N. Rattanasuporn",2004,"AIDS Case Reporting in Thailand","XV International AIDS Conference, Bangkok, Thailand, 7/11-16, Poster MoPeC3497.","AIDS","176,696","51,391","-1.00","N/A","","","-1"
"2","TH","National","2001","AIDS cases & deaths","O","B","ALL","S0743","Jan. - Dec. 01.","R","Thailand","Sangwanloy, O., T. Plipat, N. Rattanasuporn",2004,"AIDS Case Reporting in Thailand","XV International AIDS Conference, Bangkok, Thailand, 7/11-16, Poster MoPeC3497.","AIDS","24,124","6,241","-1.00","N/A","","","-1"
"3","TH","National","2002","AIDS cases & deaths","O","B","ALL","S0743","Jan. - Dec. 02.","R","Thailand","Sangwanloy, O., T. Plipat, N. Rattanasuporn",2004,"AIDS Case Reporting in Thailand","XV International AIDS Conference, Bangkok, Thailand, 7/11-16, Poster MoPeC3497.","AIDS","21,991","5,002","-1.00","N/A","","","-1"
"4","TH","National","2003","AIDS cases & deaths","O","B","ALL","S0743","Jan. - Dec. 03.","R","Thailand","Sangwanloy, O., T. Plipat, N. Rattanasuporn",2004,"AIDS Case Reporting in Thailand","XV International AIDS Conference, Bangkok, Thailand, 7/11-16, Poster MoPeC3497.","AIDS","15,564","2,931","-1.00","N/A","","","-1"
"5","TH","National","2004","Cumulative AIDS cases & deaths","O","B","ALL","S0743","Report as of May 04.  Distribution of sex & age is given in photos.","R","Thailand","Sangwanloy, O., T. Plipat, N. Rattanasuporn",2004,"AIDS Case Reporting in Thailand","XV International AIDS Conference, Bangkok, Thailand, 7/11-16, Poster MoPeC3497.","AIDS","238,375","65,565","-1.00","N/A","","","-1"
"6","TH","National","1991","AIDS cases - perinatal","C","B","ALL","S0153","Reported as of 30 Nov. 91.  10 AIDS & 7 ARC.","R","Thailand","Soda, K.",1991,"Comparative Study on HIV/AIDS Epidemics in Southeast Asian Countries","Personal communication, tables.","AIDS","17","0","-1.00","N/A","","","-1"
"7","TH","National","1991","AIDS cases - homosexual/bisexual","H","M","ALL","S0153","Reported as of 30 Nov. 91.  35 AIDS & 30 ARC.","R","Thailand","Soda, K.",1991,"Comparative Study on HIV/AIDS Epidemics in Southeast Asian Countries","Personal communication, tables.","AIDS","65","0","-1.00","N/A","","","-1"
"8","TH","National","1991","AIDS cases - IVDU","I","B","ALL","S0153","Reported as of 30 Nov. 91.  31 AIDS & 132 ARC.","R","Thailand","Soda, K.",1991,"Comparative Study on HIV/AIDS Epidemics in Southeast Asian Countries","Personal communication, tables.","AIDS","163","0","-1.00","N/A","","","-1"
"9","TH","National","1991","AIDS cases - heterosexual","O","F","ALL","S0153","Reported as of 30 Nov. 91.  12 AIDS & 74 ARC.","R","Thailand","Soda, K.",1991,"Comparative Study on HIV/AIDS Epidemics in Southeast Asian Countries","Personal communication, tables.","AIDS","86","0","-1.00","N/A","","","-1"
"10","TH","National","1991","AIDS cases - heterosexual","O","M","ALL","S0153","Reported as of 30 Nov. 91.  104 AIDS & 235 ARC.","R","Thailand","Soda, K.",1991,"Comparative Study on HIV/AIDS Epidemics in Southeast Asian Countries","Personal communication, tables.","AIDS","339","0","-1.00","N/A","","","-1"
"11","TH","National","1991","AIDS cases - unknown","O","B","ALL","S0153","Reported as of 30 Nov. 91.  1 AIDS & 20 ARC.","R","Thailand","Soda, K.",1991,"Comparative Study on HIV/AIDS Epidemics in Southeast Asian Countries","Personal communication, tables.","AIDS","21","0","-1.00","N/A","","","-1"
"12","TH","National","1991","AIDS cases - transfusion","T","B","ALL","S0153","Reported as of 30 Nov. 91.   Blood recipients.  3 AIDS & 4 ARC.","R","Thailand","Soda, K.",1991,"Comparative Study on HIV/AIDS Epidemics in Southeast Asian Countries","Personal communication, tables.","AIDS","7","0","-1.00","N/A","","","-1"
"7","TH","National","2002","AIDS cases","O","B","ALL","A0558","Reported as of 30 Sept. 07.","R","Thailand","Akarasewi, P.",2009,"Overview of the HIV Epidemic in Thailand","2nd Global HIV/AIDS Surveillance Meeting, Bangkok, Thailand, 3/2-5, Monday Plenary, presentation no. 4.","AIDS","25,173","0","-1.00","N/A","","","-1"
"8","TH","National","2003","AIDS cases","O","B","ALL","A0558","Reported as of 30 Sept. 07.","R","Thailand","Akarasewi, P.",2009,"Overview of the HIV Epidemic in Thailand","2nd Global HIV/AIDS Surveillance Meeting, Bangkok, Thailand, 3/2-5, Monday Plenary, presentation no. 4.","AIDS","26,036","0","-1.00","N/A","","","-1"
"3","TH","National","1998","AIDS cases","O","B","ALL","A0558","Reported as of 30 Sept. 07.","R","Thailand","Akarasewi, P.",2009,"Overview of the HIV Epidemic in Thailand","2nd Global HIV/AIDS Surveillance Meeting, Bangkok, Thailand, 3/2-5, Monday Plenary, presentation no. 4.","AIDS","27,572","0","-1.00","N/A","","","-1"
"1","TH","National","1996","AIDS cases","O","B","ALL","A0558","Reported as of 30 Sept. 07.","R","Thailand","Akarasewi, P.",2009,"Overview of the HIV Epidemic in Thailand","2nd Global HIV/AIDS Surveillance Meeting, Bangkok, Thailand, 3/2-5, Monday Plenary, presentation no. 4.","AIDS","24,868","0","-1.00","N/A","","","-1"
"11","TH","National","2006","AIDS cases","O","B","ALL","A0558","Reported as of 30 Sept. 07.","R","Thailand","Akarasewi, P.",2009,"Overview of the HIV Epidemic in Thailand","2nd Global HIV/AIDS Surveillance Meeting, Bangkok, Thailand, 3/2-5, Monday Plenary, presentation no. 4.","AIDS","14,889","0","-1.00","N/A","","","-1"
"4","TH","National","1999","AIDS cases","O","B","ALL","A0558","Reported as of 30 Sept. 07.","R","Thailand","Akarasewi, P.",2009,"Overview of the HIV Epidemic in Thailand","2nd Global HIV/AIDS Surveillance Meeting, Bangkok, Thailand, 3/2-5, Monday Plenary, presentation no. 4.","AIDS","27,176","0","-1.00","N/A","","","-1"
"5","TH","National","2000","AIDS cases","O","B","ALL","A0558","Reported as of 30 Sept. 07.","R","Thailand","Akarasewi, P.",2009,"Overview of the HIV Epidemic in Thailand","2nd Global HIV/AIDS Surveillance Meeting, Bangkok, Thailand, 3/2-5, Monday Plenary, presentation no. 4.","AIDS","26,706","0","-1.00","N/A","","","-1"
"10","TH","National","2005","AIDS cases","O","B","ALL","A0558","Reported as of 30 Sept. 07.","R","Thailand","Akarasewi, P.",2009,"Overview of the HIV Epidemic in Thailand","2nd Global HIV/AIDS Surveillance Meeting, Bangkok, Thailand, 3/2-5, Monday Plenary, presentation no. 4.","AIDS","20,578","0","-1.00","N/A","","","-1"
"6","TH","National","2001","AIDS cases","O","B","ALL","A0558","Reported as of 30 Sept. 07.","R","Thailand","Akarasewi, P.",2009,"Overview of the HIV Epidemic in Thailand","2nd Global HIV/AIDS Surveillance Meeting, Bangkok, Thailand, 3/2-5, Monday Plenary, presentation no. 4.","AIDS","25,334","0","-1.00","N/A","","","-1"
"9","TH","National","2004","AIDS cases","O","B","ALL","A0558","Reported as of 30 Sept. 07.","R","Thailand","Akarasewi, P.",2009,"Overview of the HIV Epidemic in Thailand","2nd Global HIV/AIDS Surveillance Meeting, Bangkok, Thailand, 3/2-5, Monday Plenary, presentation no. 4.","AIDS","27,808","0","-1.00","N/A","","","-1"
"2","TH","National","1997","AIDS cases","O","B","ALL","A0558","Reported as of 30 Sept. 07.","R","Thailand","Akarasewi, P.",2009,"Overview of the HIV Epidemic in Thailand","2nd Global HIV/AIDS Surveillance Meeting, Bangkok, Thailand, 3/2-5, Monday Plenary, presentation no. 4.","AIDS","26,948","0","-1.00","N/A","","","-1"
"2","TH","National","1997","Cumulative AIDS deaths","O","B","ALL","N0235","Reported as of 31 Mar. 97.","R","Thailand","Nagachinta, T., A. Duerr, V. Suriyanon, et al.",1997,"Risk Factors for HIV-1 Transmission from HIV-Seropositive Male Blood Donors to their Regular Female Partners in Northern . ..","AIDS, vol. 11, no. 14, pp. 1765-1772.","AIDS","N/A","16,051","-1.00","N/A","","","-1"
"13","TH","National","1999","Cumulative AIDS cases","O","M","ALL","T0198","Reported as of 31 Oct. 99.","R","Thailand","Thailand Ministry of Public Health",1999,"Reported AIDS Cases","UNAIDS/WHO Epidemiological Fact Sheet, tables.","AIDS","101,184","0","-1.00","N/A","","","-1"
"27","TH","National","1989","Cumulative AIDS cases","O","B","ALL","W0034","Reported as of 30 Sept. 89.","R","Thailand","World Health Organization",1989,"Statistics from the WHO and the Centers for Disease Control","AIDS, vol. 3, no. 12, pp. 863-864.","AIDS","25","0","-1.00","N/A","","","-1"
"77","TH","National","1994","Cumulative AIDS cases","O","B","ALL","W0100","Reported as of 25 Oct. 94.","R","Thailand","World Health Organization",1994,"World Health Organization Global AIDS Statistics","AIDS Care, vol. 7, no. 2, pp. 245-248.","AIDS","13,246","0","-1.00","N/A","","","-1"
"14","TH","National","1999","Cumulative AIDS cases","O","F","ALL","T0198","Reported as of 31 Oct. 99.","R","Thailand","Thailand Ministry of Public Health",1999,"Reported AIDS Cases","UNAIDS/WHO Epidemiological Fact Sheet, tables.","AIDS","27,422","0","-1.00","N/A","","","-1"
"54","TH","National","1999","Cumulative AIDS cases - heterosexual","O","B","ALL","T0198","Reported as of 31 Oct. 99.  Distribution by sex & risk group given in text.","R","Thailand","Thailand Ministry of Public Health",1999,"Reported AIDS Cases","UNAIDS/WHO Epidemiological Fact Sheet, tables.","AIDS","103,644","0","-1.00","N/A","","","-1"
"1","TH","National","1987","AIDS cases","O","B","ALL","V0016","Reported before 28 July 87.  All cases were male homosexuals: 7 thai. & 4  foreigners.","R","Thailand","Virus Information Exchange Newletter",1987,"AIDS in Thailand","Virus Information Exchange Newsletter, vol. 4, no. 3, p. 81.","AIDS","11","0","-1.00","N/A","","","-1"
"55","TH","National","1999","Cumulative AIDS cases - homo/bisexual","H","B","ALL","T0198","Reported as of 31 Oct. 99.  Distribution by sex & risk group given in text.","R","Thailand","Thailand Ministry of Public Health",1999,"Reported AIDS Cases","UNAIDS/WHO Epidemiological Fact Sheet, tables.","AIDS","1,425","0","-1.00","N/A","","","-1"
"56","TH","National","1999","Cumulative AIDS cases - IVDU","I","B","ALL","T0198","Reported as of 31 Oct. 99.  Distribution by sex & risk group given in text.","R","Thailand","Thailand Ministry of Public Health",1999,"Reported AIDS Cases","UNAIDS/WHO Epidemiological Fact Sheet, tables.","AIDS","6,573","0","-1.00","N/A","","","-1"
"24","TH","National","1989","Cumulative AIDS cases","O","B","ALL","W0033","Reported as of 30 June 89.","R","Thailand","World Health Organization",1989,"Statistics from the WHO and the Centers for Disease Control","AIDS, vol. 3, no. 9, pp. 619-620.","AIDS","21","0","-1.00","N/A","","","-1"
"29","TH","National","2004","Pediatric AIDS cases","C","B","ALL","W0388","PMTCT.  Age range 0-4 yrs.","R","Thailand","Wongkongkathep, S.",2009,"Comparison of Using PMTCT and HIV Sentinel Data to Reflect HIV Epidemic in Thailand","2nd Global HIV/AIDS Surveillance Meeting, Bangkok, Thailand, 3/2-5, Tuesday Session VIIB, presentation no. 2.","AIDS","273","0","-1.00","N/A","","","-1"
"57","TH","National","1999","Cumulative AIDS cases - blood","B","B","ALL","T0198","Reported as of 31 Oct. 99.  Distribution by sex & risk group given in text.","R","Thailand","Thailand Ministry of Public Health",1999,"Reported AIDS Cases","UNAIDS/WHO Epidemiological Fact Sheet, tables.","AIDS","49","0","-1.00","N/A","","","-1"
"58","TH","National","1999","Cumulative AIDS cases - perinatal","C","B","ALL","T0198","Reported as of 31 Oct. 99.  Distribution by sex & risk group given in text.","R","Thailand","Thailand Ministry of Public Health",1999,"Reported AIDS Cases","UNAIDS/WHO Epidemiological Fact Sheet, tables.","AIDS","6,267","0","-1.00","N/A","","","-1"
"78","TH","National","1994","Cumulative AIDS cases","O","B","ALL","W0088","Reported as of 14 June 94.","R","Thailand","World Health Organization",1994,"World Health Organization Global AIDS Statistics","AIDS Care, vol. 6, no. 4, pp. 491-494.","AIDS","5,654","0","-1.00","N/A","","","-1"
"59","TH","National","1999","Cumulative AIDS cases - others","O","B","ALL","T0198","Reported as of 31 Oct. 99.  Distribution by sex & risk group given in text.","R","Thailand","Thailand Ministry of Public Health",1999,"Reported AIDS Cases","UNAIDS/WHO Epidemiological Fact Sheet, tables.","AIDS","15","0","-1.00","N/A","","","-1"
"60","TH","National","1999","Cumulative AIDS cases - unknown","O","B","ALL","T0198","Reported as of 31 Oct. 99.  Distribution by sex & risk group given in text.","R","Thailand","Thailand Ministry of Public Health",1999,"Reported AIDS Cases","UNAIDS/WHO Epidemiological Fact Sheet, tables.","AIDS","9,274","0","-1.00","N/A","","","-1"
"80","TH","National","1993","Cumulative AIDS cases","O","B","ALL","W0087","Reported as of 30 Nov. 93.","R","Thailand","World Health Organization",1994,"The Current Global Situation of the HIV/AIDS Pandemic","Global Programme on AIDS, January 4, document.","AIDS","3,001","0","-1.00","N/A","","","-1"
"30","TH","National","1988","Cumulative AIDS cases","O","B","ALL","W0032","Reported as of 31 Dec. 88.","R","Thailand","World Health Organization",1989,"Statistics from the WHO and the Centers for Disease Control","AIDS, vol. 3, no. 6, pp. 405-406.","AIDS","10","0","-1.00","N/A","","","-1"
"57","TH","National","1993","Cumulative AIDS cases","O","B","ALL","W0079","Reported as of 4 June 93.","R","Thailand","World Health Organization",1993,"Statistics from the WHO and the Centers for Disease Control","AIDS, vol. 7, no. 9, pp. 1287-1291.","AIDS","1,569","0","-1.00","N/A","","","-1"
"42","TH","National","1992","Cumulative AIDS cases","O","B","ALL","W0072","Reported as of 30 Nov. 92.","R","Thailand","World Health Organization",1993,"World Health Organization Global AIDS Statistics","AIDS, vol. 5, no. 1, pp. 125-128.","AIDS","909","0","-1.00","N/A","","","-1"
"26","TH","National","2001","Pediatric AIDS cases","C","B","ALL","W0388","PMTCT.  Age range 0-4 yrs.","R","Thailand","Wongkongkathep, S.",2009,"Comparison of Using PMTCT and HIV Sentinel Data to Reflect HIV Epidemic in Thailand","2nd Global HIV/AIDS Surveillance Meeting, Bangkok, Thailand, 3/2-5, Tuesday Session VIIB, presentation no. 2.","AIDS","680","0","-1.00","N/A","","","-1"
"15","TH","National","1984-1990","Pediatric AIDS cases","C","B","ALL","W0388","PMTCT.  Age range 0-4 yrs.","R","Thailand","Wongkongkathep, S.",2009,"Comparison of Using PMTCT and HIV Sentinel Data to Reflect HIV Epidemic in Thailand","2nd Global HIV/AIDS Surveillance Meeting, Bangkok, Thailand, 3/2-5, Tuesday Session VIIB, presentation no. 2.","AIDS","21","0","-1.00","N/A","","","-1"
"16","TH","National","1991","Pediatric AIDS cases","C","B","ALL","W0388","PMTCT.  Age range 0-4 yrs.","R","Thailand","Wongkongkathep, S.",2009,"Comparison of Using PMTCT and HIV Sentinel Data to Reflect HIV Epidemic in Thailand","2nd Global HIV/AIDS Surveillance Meeting, Bangkok, Thailand, 3/2-5, Tuesday Session VIIB, presentation no. 2.","AIDS","74","0","-1.00","N/A","","","-1"
"17","TH","National","1992","Pediatric AIDS cases","C","B","ALL","W0388","PMTCT.  Age range 0-4 yrs.","R","Thailand","Wongkongkathep, S.",2009,"Comparison of Using PMTCT and HIV Sentinel Data to Reflect HIV Epidemic in Thailand","2nd Global HIV/AIDS Surveillance Meeting, Bangkok, Thailand, 3/2-5, Tuesday Session VIIB, presentation no. 2.","AIDS","136","0","-1.00","N/A","","","-1"
"19","TH","National","1994","Pediatric AIDS cases","C","B","ALL","W0388","PMTCT.  Age range 0-4 yrs.","R","Thailand","Wongkongkathep, S.",2009,"Comparison of Using PMTCT and HIV Sentinel Data to Reflect HIV Epidemic in Thailand","2nd Global HIV/AIDS Surveillance Meeting, Bangkok, Thailand, 3/2-5, Tuesday Session VIIB, presentation no. 2.","AIDS","803","0","-1.00","N/A","","","-1"
